Protocol,Field name,Description,Type,Versions
NTP,ntp.priv.mode7.address6,IPv6 addr,IPv6 address,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.alarms,Alarms,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.allocations,Allocations,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.associd,Association ID,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.async_messages,Async messages,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.authdelay,Auth delay,Signed integer (64 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.bad_offset,Non zero offset packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.bad_packets,Bad packets,Unsigned integer (32 bits),3.4.0 to 4.2.2
NTP,ntp.priv.mode7.bad_version,Unknown version packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.badauth,Bad authentication,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.baddata,Bad data,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.badformat,Bad format,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.badlength,Bad length,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.badop,Bad op code found,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.bcast,Bcast,IPv4 address,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.bcast6,IPv6 bcast,IPv6 address,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.bdelay,Bdelay,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.bogusorg,Bogus origin,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.calcnt,calcnt,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.candidate,Candidate,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.clock_flags,Clock Flags,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.compliance,Compliance,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.config.flags.authenable,Authenable,Boolean,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.config.flags.burst,Burst,Boolean,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.config.flags.iburst,IBurst,Boolean,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.config.flags.no_select,No Select,Boolean,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.config.flags.prefer,Prefer,Boolean,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.config.flags.skey,Skey,Boolean,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.constant,Constant,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.count,Count,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.currentstatus,Current status,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.data_too_short,Data too short,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.decryptions,Decryptions,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.delay,Delay,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.demobilizations,Demobilizations,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.denied,Denied,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.dispersion,Dispersion,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.drift_comp,Drift comp,Signed integer (64 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.dropped,Dropped packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.dstaddress,Destination address,IPv4 address,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.dstaddress6,IPv6 destination addr,IPv6 address,3.0.0 to 4.2.2
NTP,ntp.priv.mode7.encryptions,Encryptions,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.errcnt,errcnt,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.errors,Errors,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.estbdelay,Estbdelay,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.esterror,Est error,Signed integer (32 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.expired,Expired,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.family,Address family,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.filtdelay,Filt delay,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.filtoffset,Filt offset,Signed integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.findpeer_calls,Find peer calls,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.flash,Flash,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.flash2,Flash new,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fragments,Fragments,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.freemem,Free memory,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.freerecvbufs,Free receive buffer,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.freq,Freq,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fudgetime,Fudgetime,Unsigned integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fudgetime1,Fudge time 1,Unsigned integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fudgetime2,Fudge time 2,Unsigned integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fudgeval1,Fudge val 1,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fudgeval2,Fudge val 2,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fudgeval_flags,Fudgeval flags,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.fullrecvbufs,Full receive buffer,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.hashcount,Hashcount,Byte sequence,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.hmode,HMode,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.hpoll,Host polling interval,Signed integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ifindex,Ifindex,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ifnum,Ifnum,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ignore_pkts,Ignore packets,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ignored,Ignored packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.input_errors,Errors on input,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.input_fragments,Fragments on input,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.input_responses,Responses on input,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.int_flags,Interface flags,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.int_name,Interface name,Character string,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.int_received,Received by interrupt handler,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.interrupts,Interrupts,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ippeerlimit,IP peer limit,Signed integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ipv6_flag,IPv6 Flag,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.item,Mode7 item,Character string,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.jitcnt,jitcnt,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.jitter,jitter,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.kernel_offset,Offset,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.key,Key,Unsigned integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.key_file,Key file name,Character string,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.keylookups,Keylookups,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.keynotfound,Key not found,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.keyuncached,Key uncached,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.lamport,Lamport violation,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.last_offset,Last offset,Signed integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.last_ttl,Last TTL specified,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.lastevent,Last event,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.leap,Leap,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.limitrejected,Limit rejected,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.local_address,Local address,IPv4 address,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.local_address6,IPv6 local addr,IPv6 address,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.lowwater,Low water,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.mask,Mask,IPv4 address,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.mask6,IPv6 mask,IPv6 address,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.maxerror,Max error,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.maxpoll,Maxpoll,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.mflags,Mflags,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.minpoll,Minpoll,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.newversion,New version,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.noresponse,Noresponse,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.notsent,Not sent packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ntimes,Ntimes,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.num_mcast,Numer multicast sockets,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.numfreekeys,Num free keys,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.numkeys,Num keys,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.nvalues,Nvalues,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.offset,Offset,Unsigned integer (64 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.oldpkt,Old packet,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.oldversion,Old version,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.order,Order,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.origtime,Trap originally time,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.overflows,Overflows,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags,Flags,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.authenable,Auth enable,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.burst,Burst,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.config,Config,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.prefer,Prefer,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.refclock,Refclock,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.sel_candidate,Sel Candidate,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.shortlist,Shortlist,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peer.flags.syspeer,Syspeer,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.peercnt,Peer count,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.pkeyid,Peer Key ID,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.pmode,Peer mode,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.poll,Poll,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.polls,Polls,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.port,Port,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.ppsfreq,ppsfreq,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.precision,Precision,Signed integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.processed,Processed,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reach,Reach,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.received,Received packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.requests,Requests,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags,Flags,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.allpeers,All Peers,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.auth,Auth,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.ctl,Ctl,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.io,IO,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.mem,Mem,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.sys,Sys,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.reset_stats.flags.timer,Timer,Boolean,3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.resets,Resets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.responses,Responses,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.restrict_flags,Restrict flags,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.rflags,Rflags,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP1,ntp.priv.mode7.scopeid,Scopeid,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.selbroken,Bad reference time,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.seldisp,Bad dispersion,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.selectdis,Selectdis,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sent,Sent,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sequence,Sequence number,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.settime,Trap set time,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.shift,Shift,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.srcaddress,Source address,IPv4 address,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.srcaddress6,IPv6 source addr,IPv6 address,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.srcport,Source port,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.stabil,stabil,Signed integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.stability,Stability (ppm),Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.status,Status,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.stbcnt,stbcnt,Signed integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.stimes,Stimes,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.svalues,Svalues,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags,Flags,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.auth,Auth,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.bclient,Bclient,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.cal,Cal,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.filegen,Filegen,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.kernel,Kernel,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.monitor,Monitor,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.ntp,NTP,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags.pps,PPS,Boolean,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.sys.flags8,Flags,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timer,Timer,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timereachable,Time reachable,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timereceived,Time received,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timereset,Time reset,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.times,Times,Byte sequence,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timestarted,Time started,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timetosend,Time to send,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.timeup,Time up,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.tolerance,tolerance,Signed integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.too_short,Too short packets,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.totalmem,Total memory,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.totalrecvbufs,Toal receive buffer,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.trap_address,Trap address,IPv4 address,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.trap_address6,IPv6 trap addr,IPv6 address,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.trap_port,Trap port,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.tsrounding,Timestamp rounding error,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.ttl,TTL,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.type,Type,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.unreach,Unreach,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.unused,Unused,Byte sequence,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.uptime,Uptime,Signed integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.values,Values,Byte sequence,3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.version,Version,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.watchdog_timer,Watchdog timer,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.which,Which,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.mode7.xmtcalls,Transmitted calls,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.monlist.addr6,ipv6 remote addr,IPv6 address,2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.avgint,avgint,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.count,count,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.daddr6,ipv6 local addr,IPv6 address,2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.flags,flags,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.ipv6,ipv6,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.local_address,local address,IPv4 address,2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.lsint,lsint,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.mode,mode,Unsigned integer (8 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.port,port,Unsigned integer (16 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.remote_address,remote address,IPv4 address,2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.restr,restr,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.monlist.unused,unused,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.monlist.version,version,Unsigned integer (8 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.numitems,Number of data items,Unsigned integer (16 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.reqcode,Request code,Unsigned integer (8 bits),1.10.0 to 4.2.2
NTP2,ntp.priv.reserved,Reserved,Unsigned integer (8 bits),2.0.0 to 4.2.2
NTP2,ntp.priv.seq,Sequence number,Unsigned integer (8 bits),1.10.0 to 4.2.2
NTP2,ntp.priv.traps.flags,Flags,Unsigned integer (32 bits),3.0.0 to 4.2.2
NTP2,ntp.priv.tstamp,Authentication timestamp,Date and time,3.0.0 to 4.2.2
NTP2,ntp.rec,Receive Timestamp,Date and time,1.0.0 to 4.2.2
NTP2,ntp.refid,Reference ID,Byte sequence,1.0.0 to 4.2.2
NTP2,ntp.reftime,Reference Timestamp,Date and time,1.0.0 to 4.2.2
NTP2,ntp.request_in,Request In,Frame number,3.0.0 to 4.2.2
NTP2,ntp.response_in,Response In,Frame number,3.0.0 to 4.2.2
NTP2,ntp.rootdelay,Root Delay,Unsigned integer (32 bits),1.0.0 to 4.2.2
NTP2,ntp.rootdispersion,Root Dispersion,Unsigned integer (32 bits),1.0.0 to 4.2.2
NTP2,ntp.stratum,Peer Clock Stratum,Unsigned integer (8 bits),1.0.0 to 4.2.2
NTP2,ntp.xmt,Transmit Timestamp,Date and time,1.0.0 to 4.2.2
QUIC,quic.ack.ack_delay,ACK Delay,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.ack_range,ACK Range,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.ack_range_count,ACK Range Count,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.ecn_ce_count,ECN-CE Count,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.ect0_count,ECT(0) Count,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.ect1_count,ECT(1) Count,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.first_ack_range,First ACK Range,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.gap,Gap,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.ack.largest_acknowledged,Largest Acknowledged,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.af.ack_eliciting_threshold,Ack-Eliciting Threshold,Unsigned integer (64 bits),4.0.0 to 4.2.2
QUIC,quic.af.ignore_ce,Ignore CE,Boolean,4.0.0 to 4.0.12
QUIC,quic.af.ignore_order,Ignore Order,Boolean,4.0.0 to 4.0.12
QUIC,quic.af.last_byte,Last Byte,Unsigned integer (8 bits),4.0.0 to 4.0.12
QUIC,quic.af.request_max_ack_delay,Request Max Ack Delay,Unsigned integer (64 bits),4.0.0 to 4.2.2
QUIC,quic.af.reserved,Reserved,Unsigned integer (8 bits),4.0.0 to 4.0.12
QUIC,quic.af.sequence_number,Sequence Number,Unsigned integer (64 bits),3.4.0 to 4.2.2
QUIC,quic.bad_retry,Retry Integrity Tag verification failure,Label,3.2.2 to 4.2.2
QUIC,quic.cc.error_code,Error code,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.cc.error_code.app,Application Error code,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.cc.error_code.tls_alert,TLS Alert Description,Unsigned integer (8 bits),3.0.0 to 4.2.2
QUIC,quic.cc.frame_type,Frame Type,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.cc.reason_phrase,Reason phrase,Character string,3.0.0 to 4.2.2
QUIC,quic.cc.reason_phrase.length,Reason phrase Length,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.coalesced_padding_data,Coalesced Padding Data,Label,3.4.2 to 4.2.2
QUIC,quic.connection.number,Connection Number,Unsigned integer (32 bits),3.0.0 to 4.2.2
QUIC,quic.connection.unknown,Unknown QUIC connection. Missing Initial Packet or migrated connection?,Label,3.0.0 to 4.2.2
QUIC,quic.crypto.crypto_data,Crypto Data,Label,3.0.0 to 4.2.2
QUIC,quic.crypto.fragment,QUIC CRYPTO Data Fragment,Frame number,4.0.0 to 4.2.2
QUIC,quic.crypto.fragment.count,Fragment count,Unsigned integer (32 bits),4.0.0 to 4.2.2
QUIC,quic.crypto.fragments,Reassembled QUIC CRYPTO Data Fragments,Label,4.0.0 to 4.2.2
QUIC,quic.crypto.length,Length,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.crypto.offset,Offset,Unsigned integer (64 bits),3.0.0 to 4.2.2
QUIC,quic.crypto.reassembled_in,Reassembled PDU in frame,Frame number,4.0.0 to 4.2.2
QUIC,quic.dcid,Destination Connection ID,Byte sequence,3.0.0 to 4.2.2
QUIC,quic.dcil,Destination Connection ID Length,Unsigned integer (8 bits),3.0.0 to 4.2.2
QUIC,quic.decryption_failed,Failed to decrypt handshake,Label,2.6.0 to 4.2.2
QUIC,quic.dg,Datagram,Byte sequence,3.2.0 to 4.2.2
QUIC,quic.dg.length,Datagram Length,Unsigned integer (64 bits),3.2.0 to 4.2.2
QUIC,quic.fixed_bit,Fixed Bit,Boolean,3.0.0 to 4.2.2
QUIC,quic.fragment,QUIC STREAM Data Fragment,Frame number,3.4.0 to 4.2.2
QUIC,quic.fragment.count,Fragment count,Unsigned integer (32 bits),3.4.0 to 4.2.2
QUIC,quic.fragment.error,Reassembling error,Frame number,3.4.0 to 4.2.2
